GenderSelect,Country,Age,EmploymentStatus,StudentStatus,CurrentJobTitleSelect,CurrentEmployerType,LanguageRecommendationSelect,LearningDataScienceTime,FormalEducation,MajorSelect,EmployerIndustry,EmployerSize,RemoteWork,CompensationAmount,CompensationCurrency,JobSatisfaction
Male,Denmark,29.0,Employed full-time,,Scientist/Researcher,Employed by college or university,R,,Doctoral degree,Mathematics or statistics,Academic,"5,000 to 9,999 employees",Sometimes,66390,,7
Male,United States,21.0,"Not employed, but looking for work",,,,Python,< 1 year,Some college/university study without earning a bachelor's degree,Computer Science,,,,,,
Female,Brazil,29.0,"Not employed, and not looking for work",No,,,Python,< 1 year,Master's degree,Electrical Engineering,,,,,,
Male,Pakistan,24.0,"Not employed, and not looking for work",Yes,,,C/C++/C#,< 1 year,Bachelor's degree,Computer Science,,,,,,
Male,People 's Republic of China,25.0,Employed full-time,,Researcher,Employed by college or university,Python,1-2 years,Doctoral degree,Mathematics or statistics,Academic,,,,,
Female,United States,31.0,Employed full-time,,Data Scientist,Employed by a company that doesn't perform advanced analytics,R,,Master's degree,Fine arts or performing arts,Other,"5,000 to 9,999 employees",Never,79000,USD,3
"Non-binary, genderqueer, or gender non-conforming",United States,57.0,"Not employed, but looking for work",,,,Python,1-2 years,Master's degree,A social science,,,,,,
Female,Netherlands,54.0,"Not employed, and not looking for work",No,,,R,< 1 year,Master's degree,,,,,,,
Male,United States,50.0,Employed full-time,,Scientist/Researcher,Employed by a company that doesn't perform advanced analytics,Python,,Doctoral degree,Physics,Financial,"10,000 or more employees",,305000,USD,9
Male,United States,59.0,Retired,,,,,,,,,,,,,
Male,Finland,31.0,Employed full-time,,Data Scientist,Employed by company that makes advanced analytic software,SAS,,Bachelor's degree,Mathematics or statistics,Technology,"10,000 or more employees",Sometimes,90000,,9
Male,United States,21.0,Employed part-time,,Data Miner,Employed by a company that performs advanced analytics,Python,,Bachelor's degree,,Insurance,Fewer than 10 employees,,,,10 - Highly Satisfied
Male,United States,72.0,Employed full-time,,Data Scientist,Employed by college or university,Python,,Doctoral degree,Mathematics or statistics,Academic,100 to 499 employees,Sometimes,"250,000",USD,5
Female,Canada,23.0,Employed full-time,,Business Analyst,Employed by professional services/consulting firm,Python,< 1 year,Bachelor's degree,,Technology,,,,,
Male,United States,37.0,Employed full-time,,Data Scientist,Employed by company that makes advanced analytic software,Python,,Doctoral degree,Biology,Technology,10 to 19 employees,Sometimes,"90,000",USD,10 - Highly Satisfied
Male,Canada,26.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,< 1 year,Master's degree,Computer Science,Internet-based,,,,,
Male,New Zealand,30.0,Employed full-time,,Data Analyst,Employed by government,R,,Bachelor's degree,Computer Science,Government,"1,000 to 4,999 employees",Rarely,90000,NZD,9
Male,France,24.0,Employed full-time,,Data Scientist,Employed by company that makes advanced analytic software,R,,Master's degree,Mathematics or statistics,Mix of fields,20 to 99 employees,Don't know,40000,EUR,8
"Non-binary, genderqueer, or gender non-conforming",United States,21.0,"Not employed, and not looking for work",Yes,,,Python,1-2 years,Some college/university study without earning a bachelor's degree,Computer Science,,,,,,
Male,Ukraine,32.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,R,< 1 year,Master's degree,Computer Science,Other,,,,,
Female,United States,27.0,"Not employed, and not looking for work",Yes,,,R,< 1 year,Master's degree,,,,,,,
Male,United States,41.0,Employed full-time,,Researcher,Employed by college or university,Python,,Doctoral degree,Physics,Academic,"5,000 to 9,999 employees",Sometimes,,,8
Male,United States,13.0,"Not employed, and not looking for work",No,,,Python,< 1 year,I did not complete any formal education past high school,,,,,,,
Male,Israel,38.0,Employed full-time,,,,,,,,,,,,,
Male,Czech Republic,21.0,"Independent contractor, freelancer, or self-employed",,Data Analyst,Employed by a company that doesn't perform advanced analytics,Python,,Some college/university study without earning a bachelor's degree,Mathematics or statistics,Internet-based,,Sometimes,,,6
Male,Russia,38.0,Employed full-time,,,,,,,,,,,,,
Male,Pakistan,21.0,"Not employed, but looking for work",,,,Python,< 1 year,I did not complete any formal education past high school,,,,,,,
Male,Australia,18.0,"Not employed, and not looking for work",No,,,Python,1-2 years,I prefer not to answer,Other,,,,,,
Male,United States,37.0,Employed full-time,,Data Scientist,Employed by a company that performs advanced analytics,Python,,Master's degree,Mathematics or statistics,Telecommunications,"5,000 to 9,999 employees",Never,,,10 - Highly Satisfied
Male,United Kingdom,55.0,"Independent contractor, freelancer, or self-employed",,Business Analyst,Employed by professional services/consulting firm,Python,< 1 year,Bachelor's degree,Computer Science,Financial,,,,,
Male,Norway,29.0,Employed full-time,,Data Analyst,Employed by non-profit or NGO,R,,Master's degree,,Manufacturing,Fewer than 10 employees,Rarely,,,7
Male,India,20.0,"Not employed, but looking for work",,,,Python,< 1 year,Bachelor's degree,Computer Science,,,,,,
Female,Australia,,"Not employed, but looking for work",,,,Matlab,3-5 years,Master's degree,Computer Science,,,,,,
Male,Netherlands,26.0,Employed full-time,,Business Analyst,"Employed by professional services/consulting firm,Employed by a company that doesn't perform advanced analytics",Python,,Master's degree,"Information technology, networking, or system administration",Financial,500 to 999 employees,Sometimes,35000,EUR,8
Female,Ireland,,"Not employed, but looking for work",,,,Python,< 1 year,Bachelor's degree,,,,,,,
Male,Australia,32.0,"Not employed, but looking for work",,,,R,< 1 year,Bachelor's degree,Management information systems,,,,,,
Male,United States,22.0,"Not employed, but looking for work",,,,,1-2 years,Master's degree,Computer Science,,,,,,
Male,Chile,37.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,,Professional degree,,Government,10 to 19 employees,Sometimes,800000,CLP,8
Male,Canada,18.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,< 1 year,Bachelor's degree,Electrical Engineering,Retail,,,,,
Male,Other,29.0,"Independent contractor, freelancer, or self-employed",,Computer Scientist,Employed by a company that performs advanced analytics,Python,,Master's degree,Electrical Engineering,Financial,,Most of the time,,,8
Male,Russia,23.0,Employed full-time,,,,,,,,,,,,,
Female,Germany,24.0,Employed part-time,,Scientist/Researcher,Employed by college or university,R,,Bachelor's degree,,Academic,10 to 19 employees,Never,480,EUR,7
Male,France,36.0,"Not employed, but looking for work",,,,Python,< 1 year,Master's degree,Engineering (non-computer focused),,,,,,
Male,United States,31.0,Employed full-time,,Scientist/Researcher,Employed by college or university,R,,Master's degree,Mathematics or statistics,Academic,20 to 99 employees,Most of the time,,,9
Male,United States,20.0,Employed part-time,,Data Scientist,Employed by a company that performs advanced analytics,Python,,Master's degree,Computer Science,Technology,500 to 999 employees,Sometimes,92000,,8
Female,France,28.0,Employed full-time,,Data Analyst,Employed by a company that doesn't perform advanced analytics,R,,Master's degree,Mathematics or statistics,Other,500 to 999 employees,Never,38000,,4
Female,Germany,38.0,Employed full-time,,Data Analyst,Employed by a company that performs advanced analytics,Python,,Doctoral degree,Computer Science,Internet-based,100 to 499 employees,Rarely,,,8
Female,United States,52.0,Employed full-time,,,,,,,,,,,,,
Male,United States,52.0,"Independent contractor, freelancer, or self-employed",,Scientist/Researcher,Self-employed,Python,,Master's degree,Biology,Other,,Most of the time,140000,USD,7
Male,United States,29.0,Employed part-time,,Data Scientist,Employed by college or university,R,,Master's degree,Engineering (non-computer focused),Academic,"5,000 to 9,999 employees",Sometimes,,,8
Female,United States,19.0,I prefer not to say,Yes,,,Python,1-2 years,I prefer not to answer,Computer Science,,,,,,
Male,United States,23.0,"Not employed, and not looking for work",Yes,,,Python,< 1 year,Bachelor's degree,Computer Science,,,,,,
Female,Poland,22.0,"Not employed, and not looking for work",Yes,,,R,1-2 years,Bachelor's degree,I never declared a major,,,,,,
Male,United States,35.0,Employed full-time,,Data Scientist,Employed by company that makes advanced analytic software,Python,,Doctoral degree,Biology,Internet-based,"1,000 to 4,999 employees",Rarely,160000,USD,I prefer not to share
Male,United States,28.0,"Independent contractor, freelancer, or self-employed",,Data Scientist,Employed by non-profit or NGO,Python,,Bachelor's degree,A social science,Non-profit,,Always,25000,USD,2
Male,Italy,27.0,Employed full-time,,Software Developer/Software Engineer,Employed by professional services/consulting firm,Python,1-2 years,Bachelor's degree,Computer Science,Financial,,,,,
Male,Italy,52.0,Employed full-time,,DBA/Database Engineer,Employed by a company that doesn't perform advanced analytics,Python,,Bachelor's degree,Computer Science,Financial,100 to 499 employees,Never,,EUR,I prefer not to share
Male,India,22.0,"Not employed, but looking for work",,,,R,< 1 year,Master's degree,Computer Science,,,,,,
Male,United States,24.0,Employed part-time,,Business Analyst,Employed by a company that doesn't perform advanced analytics,R,,Bachelor's degree,Mathematics or statistics,Manufacturing,"1,000 to 4,999 employees",Rarely,52000,,9
Male,United States,27.0,Employed full-time,,Programmer,Employed by professional services/consulting firm,Python,< 1 year,Master's degree,Electrical Engineering,Retail,,,,,
Male,India,23.0,"Not employed, but looking for work",,,,R,< 1 year,Master's degree,Engineering (non-computer focused),,,,,,
Male,Russia,20.0,"Not employed, and not looking for work",Yes,,,Python,< 1 year,Some college/university study without earning a bachelor's degree,I never declared a major,,,,,,
Male,United States,18.0,"Not employed, and not looking for work",No,,,R,< 1 year,I did not complete any formal education past high school,,,,,,,
Male,United States,29.0,"Not employed, but looking for work",,,,Python,1-2 years,Master's degree,Engineering (non-computer focused),,,,,,
Male,Germany,35.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,< 1 year,Master's degree,Computer Science,Academic,,,,,
Male,United Kingdom,23.0,"Not employed, but looking for work",,,,Python,1-2 years,Master's degree,Computer Science,,,,,,
Male,Belarus,31.0,Employed full-time,,Programmer,Employed by professional services/consulting firm,Python,,Master's degree,Other,Mix of fields,"1,000 to 4,999 employees",Rarely,"25,000",USD,6
Male,Czech Republic,25.0,Employed full-time,,Other,Employed by professional services/consulting firm,R,,Master's degree,Mathematics or statistics,Mix of fields,100 to 499 employees,Sometimes,25000,CZK,9
Male,Pakistan,20.0,"Not employed, but looking for work",,,,Python,< 1 year,Some college/university study without earning a bachelor's degree,Electrical Engineering,,,,,,
Female,United States,28.0,Employed full-time,,Engineer,Employed by a company that performs advanced analytics,Python,,Master's degree,Electrical Engineering,Mix of fields,"1,000 to 4,999 employees",Rarely,80000,USD,3
Male,United States,48.0,Employed full-time,,Other,Employed by a company that doesn't perform advanced analytics,Python,,Doctoral degree,Electrical Engineering,Manufacturing,100 to 499 employees,Sometimes,,,4
Male,United States,38.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,< 1 year,Bachelor's degree,Computer Science,Mix of fields,,,,,
Female,United States,27.0,"Not employed, but looking for work",,,,R,< 1 year,Master's degree,Computer Science,,,,,,
Female,United Kingdom,32.0,Employed full-time,,Other,Employed by a company that doesn't perform advanced analytics,R,,Master's degree,Mathematics or statistics,Mix of fields,"1,000 to 4,999 employees",Never,,,7
Male,India,20.0,"Not employed, but looking for work",,,,Python,< 1 year,Bachelor's degree,Computer Science,,,,,,
Male,United Kingdom,26.0,Employed full-time,,Data Analyst,"Employed by professional services/consulting firm,Employed by a company that doesn't perform advanced analytics",Python,,Bachelor's degree,Mathematics or statistics,CRM/Marketing,20 to 99 employees,,,,7
Male,United States,43.0,Employed full-time,,Engineer,Employed by professional services/consulting firm,R,,Master's degree,Electrical Engineering,Telecommunications,"10,000 or more employees",Sometimes,120000,,4
